"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"464","RT @Callux: When your team is winning 21-3 at half time and you lose the game... #SuperBowl https://t.co/TgjJgDBR7K",FALSE,0,NA,2017-02-17 18:19:50,FALSE,NA,"832655811830697987",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","koleabover1988",1402,TRUE,FALSE,NA,NA
"465","A lot of brands used celebs in #SuperBowl 51 ads -- see how they resonated w/audiences in our Ad Wrap-Up:‚Ä¶ https://t.co/x7HrmK1xBP",FALSE,0,NA,2017-02-17 18:19:49,TRUE,NA,"832655809255321600",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Ace_Metrix",0,FALSE,FALSE,NA,NA
"466","RT @colinclark1995: Can we just take a moment to realise how legendary that performance was... Lady Gaga seriously killed it. ‚ù§ #SuperBowl‚Ä¶",FALSE,0,NA,2017-02-17 18:19:48,FALSE,NA,"832655804687736834",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","kyoncosromenk11",1332,TRUE,FALSE,NA,NA
"467","#SuperBowl 51 schreibt Geschichte, auch digital: 11,8 Terabyte Datennutzung alleine per Stadion-WLAN. #ZahlDerWoche‚Ä¶ https://t.co/pHqST7rv5P",FALSE,3,NA,2017-02-17 18:19:43,TRUE,NA,"832655782109868032",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","deutschetelekom",3,FALSE,FALSE,NA,NA
"468","RT @OU_Football: \"It's a dream come true.\" - Geneo Grissom on being a #SuperBowl Champion

Ì†ºÌæ•Ì†ΩÌ≥∏Ì†ΩÌ≥ù‚û°Ô∏è https://t.co/Cmp7maoVZP https://t.co/2zkGE‚Ä¶",FALSE,0,NA,2017-02-17 18:19:32,FALSE,NA,"832655738984132608",NA,"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>","OU_Athletics",20,TRUE,FALSE,NA,NA
"469","RT @The_HelenKeller: Super Bowl last year vs. this year #SuperBowl https://t.co/7nMcP4OaEJ",FALSE,0,NA,2017-02-17 18:19:18,FALSE,NA,"832655679110467584",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","mvriokang_",8163,TRUE,FALSE,NA,NA
"470","RT @ItsJoshPeck: I'm here if ya need me Patriots #Superbowl https://t.co/9zSGqTG7h3",FALSE,0,NA,2017-02-17 18:19:16,FALSE,NA,"832655670545522688",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","dwizz1992",83522,TRUE,FALSE,NA,NA
"471","RT @WFAfootball: #TBT: 1st girl quarterback to lead a #PopWarner team to the #Superbowl, told in the 2008 movie \"The Longshots:\" https://t.‚Ä¶",FALSE,0,NA,2017-02-17 18:18:50,FALSE,NA,"832655560742809602",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","JAlexander63",1,TRUE,FALSE,NA,NA
"472","RT @Dunysolteirona: Quando sua m√£e grita que a comida t√° pronta #SuperBowl https://t.co/qBJ0DVWGww",FALSE,0,NA,2017-02-17 18:18:43,FALSE,NA,"832655530376040448",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","hugocarvalho_19",415,TRUE,FALSE,NA,NA
"473","RT @The_HelenKeller: Super Bowl last year vs. this year #SuperBowl https://t.co/7nMcP4OaEJ",FALSE,0,NA,2017-02-17 18:18:42,FALSE,NA,"832655527360421891",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","pxxline",8163,TRUE,FALSE,NA,NA
"474","RT @CoxLocalMrktg: Contact us today to grow your business! #myfirstTweet #SuperBowl",FALSE,0,NA,2017-02-17 18:18:20,FALSE,NA,"832655435425394688",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","globtanimys1971",2,TRUE,FALSE,NA,NA
"475","RT @farmfamily562: Congrats to the #SuperBowl champs, but what about the NFL recognizing #concussionmovie. #thelegendsareourheroes",FALSE,0,NA,2017-02-17 18:18:16,FALSE,NA,"832655419696836609",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","senfnanbuzzli11",2,TRUE,FALSE,NA,NA
"476","RT @jumpcutUK: Welcome to the frickin‚Äô Guardians of the Galaxy! @PamSandwiches takes a look at the #GotGVol2 #SuperBowl trailer! https://t.‚Ä¶",FALSE,0,NA,2017-02-17 18:18:11,FALSE,NA,"832655395831193603",NA,"<a href=\"https://www.rehashtag.com\" rel=\"nofollow\">RehashtagApp</a>","blm03",7,TRUE,FALSE,NA,NA
"477","RT @JuliaHamburg: #SuperBowl - danke Oma Ì†ΩÌ∏ä#m&amp;m's #Sch√ºssel https://t.co/TXZWybIRrc",FALSE,0,NA,2017-02-17 18:17:41,FALSE,NA,"832655271432331266",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","keytiebubbkal11",1,TRUE,FALSE,NA,NA
"478","#superfood is nothing without relaxing weekend! Feel lack of recovery - add some plant extracts to your Sunday menu‚Ä¶ https://t.co/JrSpg0wPGW",FALSE,1,NA,2017-02-17 18:17:23,TRUE,NA,"832655196526239745",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","GlobsChemical",0,FALSE,FALSE,NA,NA
"479","RT @TomiLahren: What a stark contrast to last year's divisive #SuperBowl halftime performance. Thank you Gaga.",FALSE,0,NA,2017-02-17 18:17:09,FALSE,NA,"832655137998909440",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","lighbonteical11",3523,TRUE,FALSE,NA,NA
"480","RT @ADsXe: When Tom gets home to Giselle tonight...

#superbowl https://t.co/BBNRjVvOKu",FALSE,0,NA,2017-02-17 18:17:08,FALSE,NA,"832655135146848256",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","lyoperveta1983",9,TRUE,FALSE,NA,NA
"481","RT @emoryhealthcare: 1 hour till the #SuperBowl starts! Emory Healthcare is ready to watch our Atlanta Falcons #Riseup",FALSE,0,NA,2017-02-17 18:17:06,FALSE,NA,"832655123901984768",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","mpusia",1,TRUE,FALSE,NA,NA
"482","Don‚Äôt buy flowers! LipSense will last longer! https://t.co/PFQqeFMn7G #kissproof #Valentinesday #lipsense #makeup‚Ä¶ https://t.co/2TCjGsTLIe",FALSE,0,NA,2017-02-17 18:17:02,TRUE,NA,"832655109607694337",NA,"<a href=\"http://sproutsocial.com\" rel=\"nofollow\">Sprout Social</a>","sportsvenuesfla",0,FALSE,FALSE,NA,NA
"483","RT @Patriots: #Patriots #SuperBowl send-off rally:  https://t.co/lA7Duj42vL",FALSE,0,NA,2017-02-17 18:17:02,FALSE,NA,"832655106923384835",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","basangnforbio11",817,TRUE,FALSE,NA,NA
"484","RT @JenaC2: Here comes Super Bowl Sunday 2017!! Ì†ΩÌ∞∂Ì†ºÌøàÌ†ºÌºÆÌ†ºÌº≠Ì†ºÌΩïÌ†ºÌΩøÌ†ºÌΩóÌ†ºÌΩ∫Ì†ºÌºé #Superbowl Ì†ΩÌ∞∂Ì†ºÌøàÌ†ΩÌ∞∂Ì†ºÌøàÌ†ΩÌ∞∂Ì†ºÌøà‚ù§Ô∏è https://t.co/ydhsEkm2Tn",FALSE,0,NA,2017-02-17 18:16:35,FALSE,NA,"832654994864222208",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","irina3529",1546,TRUE,FALSE,NA,NA
"485","RT @OU_Football: \"It's a dream come true.\" - Geneo Grissom on being a #SuperBowl Champion

Ì†ºÌæ•Ì†ΩÌ≥∏Ì†ΩÌ≥ù‚û°Ô∏è https://t.co/Cmp7maoVZP https://t.co/2zkGE‚Ä¶",FALSE,0,NA,2017-02-17 18:16:27,FALSE,NA,"832654961527840768",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","SoonerSportsTV",20,TRUE,FALSE,NA,NA
"486","RT @wthomaslane: I met @RandyMoss once. Congrats to the one legit #NewEnglandPatriots fan I have ever met. #SuperBowl",FALSE,0,NA,2017-02-17 18:16:17,FALSE,NA,"832654920935305219",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","igorefr7n6",1,TRUE,FALSE,NA,NA
"487","RT @B1ackSchefter: #SuperBowl https://t.co/tq6bTALOif",FALSE,0,NA,2017-02-17 18:16:13,FALSE,NA,"832654904506281984",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","berscamalre1979",88,TRUE,FALSE,NA,NA
"488","RT @SystemsofChaos: Tis the season #Superbowl https://t.co/c5CdgL0MW8",FALSE,0,NA,2017-02-17 18:16:11,FALSE,NA,"832654893517303808",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","BrianCHenley",74,TRUE,FALSE,NA,NA
"489","RT @The_HelenKeller: Super Bowl last year vs. this year #SuperBowl https://t.co/7nMcP4OaEJ",FALSE,0,NA,2017-02-17 18:16:07,FALSE,NA,"832654877293568000",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","EmmaMakenziee",8163,TRUE,FALSE,NA,NA
"490","$PNTV New Video News. https://t.co/Q7eXHfMAkF  #pennystock #superbowl #wsj #bloomberg #business #otcmarkets‚Ä¶ https://t.co/HJ9AGlyu0N",FALSE,0,NA,2017-02-17 18:16:02,TRUE,NA,"832654855261081601",NA,"<a href=\"http://sproutsocial.com\" rel=\"nofollow\">Sprout Social</a>","socialstartnews",0,FALSE,FALSE,NA,NA
"491","RT @OU_Football: \"It's a dream come true.\" - Geneo Grissom on being a #SuperBowl Champion

Ì†ºÌæ•Ì†ΩÌ≥∏Ì†ΩÌ≥ù‚û°Ô∏è https://t.co/Cmp7maoVZP https://t.co/2zkGE‚Ä¶",FALSE,0,NA,2017-02-17 18:15:56,FALSE,NA,"832654830233542657",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Swaggy_Bogges81",20,TRUE,FALSE,NA,NA
"492","RT @AvrilLavigne: Kick some ass today @ladygaga Xoxox #SuperBowl #HalfTimeShow #LadyGaga",FALSE,0,NA,2017-02-17 18:15:35,FALSE,NA,"832654744913014786",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","spametquilo1989",6359,TRUE,FALSE,NA,NA
"493","RT @AmericanaPremio: BEST #SuperBowl #HalfTimeShow by a female artist

RT for #LadyGaga in 2017
Like for #Beyonce in 2013 https://t.co/t3I2‚Ä¶",FALSE,0,NA,2017-02-17 18:15:22,FALSE,NA,"832654689204199425",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","pinchremilbung1",658,TRUE,FALSE,NA,NA
"494","Kerry Washington's Parents Embarrassed Her at the... https://t.co/wniJp2xkoY #firefan #NFL #sports #games #superbowl https://t.co/7OJZrIYUFq",FALSE,0,NA,2017-02-17 18:15:07,FALSE,NA,"832654624570097664",NA,"<a href=\"http://www.staged.com\" rel=\"nofollow\">Staged Marketing Toolsuite</a>","Medicus0012",0,FALSE,FALSE,NA,NA
"495","Sell your Products or Services with SSN 4 million followers https://t.co/1xX1T9ARKy #marketing #media #election‚Ä¶ https://t.co/i7E4Xl69cj",FALSE,0,NA,2017-02-17 18:15:03,TRUE,NA,"832654611085357057",NA,"<a href=\"http://sproutsocial.com\" rel=\"nofollow\">Sprout Social</a>","socialprnews",0,FALSE,FALSE,NA,NA
"496","$PNTV New Video News. https://t.co/Fe3QjyXBry  #pennystock #superbowl #wsj #bloomberg #business #otcmarkets‚Ä¶ https://t.co/j3OdMywdXH",FALSE,0,NA,2017-02-17 18:15:03,TRUE,NA,"832654610896662528",NA,"<a href=\"http://sproutsocial.com\" rel=\"nofollow\">Sprout Social</a>","socmediaimpact",0,FALSE,FALSE,NA,NA
"497","RT @GovernorDeal: Ahead of #SuperBowl Sunday, I proclaimed Feb. 3 as \"@AtlantaFalcons Friday.‚Äù Dress in your favorite Falcons gear tomorrow‚Ä¶",FALSE,0,NA,2017-02-17 18:14:47,FALSE,NA,"832654542491656192",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","linancubu1975",452,TRUE,FALSE,NA,NA
"498","RT @justinbieber: My #SuperBowl commercial w/ @TMobile. Let‚Äôs go!! Let me see those #UnlimitedMoves https://t.co/J3YYPkR9nw",FALSE,0,NA,2017-02-17 18:14:45,FALSE,NA,"832654533222359041",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","SalmaTomlinson8",64346,TRUE,FALSE,NA,NA
"499","RT @OU_Football: \"It's a dream come true.\" - Geneo Grissom on being a #SuperBowl Champion

Ì†ºÌæ•Ì†ΩÌ≥∏Ì†ΩÌ≥ù‚û°Ô∏è https://t.co/Cmp7maoVZP https://t.co/2zkGE‚Ä¶",FALSE,0,NA,2017-02-17 18:14:43,FALSE,NA,"832654527266328581",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","billhenwood",20,TRUE,FALSE,NA,NA
"500","#NFL #MVP 2016 Optic #AaronRodgers Xfactor insert #GreenBay #Packers https://t.co/DOIHgMxKOx #SuperBowl #Forsale https://t.co/HTgo4rohMY",FALSE,0,NA,2017-02-17 18:14:26,FALSE,NA,"832654453039718406",NA,"<a href=\"https://dlvrit.com/\" rel=\"nofollow\">dlvr.it</a>","Myong_Wisley",0,FALSE,FALSE,NA,NA
"501","RT @OU_Football: \"It's a dream come true.\" - Geneo Grissom on being a #SuperBowl Champion

Ì†ºÌæ•Ì†ΩÌ≥∏Ì†ΩÌ≥ù‚û°Ô∏è https://t.co/Cmp7maoVZP https://t.co/2zkGE‚Ä¶",FALSE,0,NA,2017-02-17 18:14:22,FALSE,NA,"832654437801828353",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","sOUl_Alumni",20,TRUE,FALSE,NA,NA
"502","$PNTV New Video News. https://t.co/GpSi0Fcgfo  #pennystock #superbowl #wsj #bloomberg #business #otcmarkets‚Ä¶ https://t.co/lCLF85BIxI",FALSE,0,NA,2017-02-17 18:14:02,TRUE,NA,"832654354146418688",NA,"<a href=\"http://sproutsocial.com\" rel=\"nofollow\">Sprout Social</a>","socialprnews",0,FALSE,FALSE,NA,NA
"503","RT @JakeMLarson: Want to know how the New Day feels about the #SuperBowl @TrueKofi @XavierWoodsPhD https://t.co/hgzJxSj6Eq",FALSE,0,NA,2017-02-17 18:13:56,FALSE,NA,"832654326921306112",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","acarkertu1972",340,TRUE,FALSE,NA,NA
"504","RT @ScienceMarchDC: Fun Fact: There are around 200 different owl species! A group of owls is called a parliament. #SuperbOWL #ScienceMarch",FALSE,0,NA,2017-02-17 18:13:51,FALSE,NA,"832654307602292736",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","wastingtemhand1",776,TRUE,FALSE,NA,NA
"505","RT @JuJu_FTW: I love superb owls #Superbowl https://t.co/INmZUy7tjG",FALSE,0,NA,2017-02-17 18:13:50,FALSE,NA,"832654305169584129",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","ancranpyrust191",1,TRUE,FALSE,NA,NA
"506","RT @HillaryClinton: I'm one of 100 million #SuperBowl fans that just went #Gaga for the Lady, &amp; her message to all of us. https://t.co/8AoN‚Ä¶",FALSE,0,NA,2017-02-17 18:13:42,FALSE,NA,"832654270398861312",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Mobile Web (M5)</a>","AngieGeeokeeffe",62412,TRUE,FALSE,NA,NA
"507","RT @joliemaniere: Love football Ì†ºÌøà! #SuperBowl #SuperBowl2017 #ranSB51",FALSE,0,NA,2017-02-17 18:13:15,FALSE,NA,"832654154476576768",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","pocwasolme1987",1,TRUE,FALSE,NA,NA
"508","The Hottest Song In Houston #Superbowl Weekend @MarcusLaTRILL Dice Soho Yellow Gold  https://t.co/1fdsZVvPcF  #520PROMO #RT",FALSE,1,NA,2017-02-17 18:13:05,FALSE,NA,"832654113972170754",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","kulaginsofron2",0,FALSE,FALSE,NA,NA
"509","Who is on your network? https://t.co/rSONnxwCZa  #marketing #media #superbowl #influencer #WSJ #business #bloomberg‚Ä¶ https://t.co/hy6C07PINs",FALSE,0,NA,2017-02-17 18:13:02,TRUE,NA,"832654101058031616",NA,"<a href=\"http://sproutsocial.com\" rel=\"nofollow\">Sprout Social</a>","socialstartnews",0,FALSE,FALSE,NA,NA
"510","$PNTV New Video News. https://t.co/yOKE6m3WVB  #pennystock #superbowl #wsj #bloomberg #business #otcmarkets‚Ä¶ https://t.co/3nWZ3mvoD2",FALSE,0,NA,2017-02-17 18:13:02,TRUE,NA,"832654100194066432",NA,"<a href=\"http://sproutsocial.com\" rel=\"nofollow\">Sprout Social</a>","socialstartnow",0,FALSE,FALSE,NA,NA
"511","RT @danvadeboncoeur: On an early @nerds_podcast, @kentonlarsen &amp; I delve into this year's crop of #SuperBowl ads: https://t.co/myU2NYjRip #‚Ä¶",FALSE,0,NA,2017-02-17 18:12:34,FALSE,NA,"832653985064443904",NA,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>","RobertAndEdna",3,TRUE,FALSE,NA,NA
"512","$PNTV New Video News. https://t.co/zK83svLmDX  #pennystock #superbowl #wsj #bloomberg #business #otcmarkets‚Ä¶ https://t.co/Bv5NI1hYJN",FALSE,0,NA,2017-02-17 18:12:02,TRUE,NA,"832653849617838082",NA,"<a href=\"http://sproutsocial.com\" rel=\"nofollow\">Sprout Social</a>","socialirnews",0,FALSE,FALSE,NA,NA
"513","$PNTV New Video News. https://t.co/y9pqb0IgTJ  #pennystock #superbowl #wsj #bloomberg #business #otcmarkets‚Ä¶ https://t.co/K63DZkYVXL",FALSE,0,NA,2017-02-17 18:12:02,TRUE,NA,"832653849097707521",NA,"<a href=\"http://sproutsocial.com\" rel=\"nofollow\">Sprout Social</a>","PlayersNetwork",0,FALSE,FALSE,NA,NA
"514","RT @CelebsInHS: -president of the LGBTQ club
-frees the nipples
-randomly makes weird cat noises 
-skips class to do her make up #SuperBowl‚Ä¶",FALSE,0,NA,2017-02-17 18:11:59,FALSE,NA,"832653835659206657",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","stayalivecth",732,TRUE,FALSE,NA,NA
"515","RT @Pamela_Moore13: Why the media smears President Donald #Trump &amp; Covers UP for the Corrupt in DC? #MAGA  #SuperBowl https://t.co/wmLBri1O‚Ä¶",FALSE,0,NA,2017-02-17 18:11:13,FALSE,NA,"832653644696662017",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","sandersfitbi191",443,TRUE,FALSE,NA,NA
"516","RT @thinktankfeed: .@LadyGaga Slams Body Shamers After #Superbowl https://t.co/jsy3oSmu2l",FALSE,0,NA,2017-02-17 18:10:57,FALSE,NA,"832653576438640640",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Primusfan87",1,TRUE,FALSE,NA,NA
"517","RT @etta83betta: My baby is feeling #ladygaga #SuperBowl https://t.co/oCtFRhEeiC",FALSE,0,NA,2017-02-17 18:10:38,FALSE,NA,"832653496935550977",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","quivioucleanor1",1,TRUE,FALSE,NA,NA
"518","Top 5 Most Humorous, Most Heartwarming, &amp; Most Inspirational Ads of #SuperBowl 51 in our Post-Game Ad Wrap-Up, here‚Ä¶ https://t.co/PvL8wzjaf1",FALSE,0,NA,2017-02-17 18:10:17,TRUE,NA,"832653411321421824",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Ace_Metrix",0,FALSE,FALSE,NA,NA
"519","RT @ScottErnst0331: Keep #TurnOffLadyGaga trending!!!
#Superbowl https://t.co/A2oH1skmO7",FALSE,0,NA,2017-02-17 18:10:17,FALSE,NA,"832653410058932225",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","RoseValdes4",351,TRUE,FALSE,NA,NA
"520","RT @TheTimMcGraw: My favorite #SuperBowl memory...
What's yours?! https://t.co/nWdmRJ1cSU",FALSE,0,NA,2017-02-17 18:10:11,FALSE,NA,"832653383332827137",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","drawexnating191",348,TRUE,FALSE,NA,NA
"521","$PNTV New Video News. https://t.co/sfGfrK5XTH  #pennystock #superbowl #wsj #bloomberg #business #otcmarkets‚Ä¶ https://t.co/d5kT1sXzyj",FALSE,0,NA,2017-02-17 18:10:02,TRUE,NA,"832653346729127938",NA,"<a href=\"http://sproutsocial.com\" rel=\"nofollow\">Sprout Social</a>","socmrktng",0,FALSE,FALSE,NA,NA
"522","Who is on your network? https://t.co/1xX1T9ARKy  #marketing #media #superbowl #influencer #WSJ #business #bloomberg‚Ä¶ https://t.co/kRgJ9pUMPu",FALSE,0,NA,2017-02-17 18:10:02,TRUE,NA,"832653346049699841",NA,"<a href=\"http://sproutsocial.com\" rel=\"nofollow\">Sprout Social</a>","socialprnews",0,FALSE,FALSE,NA,NA
"523","RT @mejiajonathan51: #SuperBowl patriots va a ganar",FALSE,0,NA,2017-02-17 18:09:32,FALSE,NA,"832653221290074112",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","sueweamicria191",2,TRUE,FALSE,NA,NA
"524","RT @BleacherReport: RT if ya got Atlanta in the #SuperBowl

Looking for their 1st title in franchise history https://t.co/GM2pT3micC",FALSE,0,NA,2017-02-17 18:09:06,FALSE,NA,"832653113370697728",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","sourclorbchevr1",11971,TRUE,FALSE,NA,NA
"525","RT @Theresacaputo: Wow! Congrats to both teams @AtlantaFalcons @Patriots @michaelstrahan amazing game  #SuperBowl Ì†ºÌøà Ì†ΩÌ±èÌ†ºÌøªÌ†ΩÌ±èÌ†ºÌøª",FALSE,0,NA,2017-02-17 18:09:04,FALSE,NA,"832653103375740929",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","4angel4ever88",21,TRUE,FALSE,NA,NA
"526","RT @Patriots: #Patriots #SuperBowl send-off rally:  https://t.co/lA7Duj42vL",FALSE,0,NA,2017-02-17 18:08:46,FALSE,NA,"832653029803335681",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","unjaniso1980",817,TRUE,FALSE,NA,NA
"527","RT @C_Weezy90: F.ans A.lways L.eft C.ounting O.n N.ext S.eason #SuperBowl @jeffjones0626",FALSE,0,NA,2017-02-17 18:08:33,FALSE,NA,"832652973964566531",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","ruslannosovziv",4,TRUE,FALSE,NA,NA
"528","RT @ellenshowtops: RT TheEllenShow: \"That comeback was crazier than a movie. Congrats to both teams on an amazing game. Unreal. #SuperBowl\"‚Ä¶",FALSE,0,NA,2017-02-17 18:08:14,FALSE,NA,"832652891785555968",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","nocfastcallie11",3,TRUE,FALSE,NA,NA
"529","Who is on your network? https://t.co/Rc5Ax1ev1g  #marketing #media #superbowl #influencer #WSJ #business #bloomberg‚Ä¶ https://t.co/KPRY0IgZBW",FALSE,1,NA,2017-02-17 18:08:03,TRUE,NA,"832652846461972480",NA,"<a href=\"http://sproutsocial.com\" rel=\"nofollow\">Sprout Social</a>","socialirnews",0,FALSE,FALSE,NA,NA
"530","$PNTV New Video News. https://t.co/kWVosxKeyT  #pennystock #superbowl #wsj #bloomberg #business #otcmarkets‚Ä¶ https://t.co/AKBqSUtaiQ",FALSE,0,NA,2017-02-17 18:08:02,TRUE,NA,"832652842922033153",NA,"<a href=\"http://sproutsocial.com\" rel=\"nofollow\">Sprout Social</a>","tweetsocialnews",0,FALSE,FALSE,NA,NA
"531","$PNTV New Video News. https://t.co/Iuo4FCOxNm  #pennystock #superbowl #wsj #bloomberg #business #otcmarkets‚Ä¶ https://t.co/yMUlw8jr1A",FALSE,0,NA,2017-02-17 18:08:02,TRUE,NA,"832652842292871168",NA,"<a href=\"http://sproutsocial.com\" rel=\"nofollow\">Sprout Social</a>","socialnewstweet",0,FALSE,FALSE,NA,NA
"532","The #SuperBowl wasn't just about football - we all know the ads are the best part. See which brands won game day &gt;&gt; https://t.co/HVneOi5T5q",FALSE,1,NA,2017-02-17 18:08:00,FALSE,NA,"832652834428559361",NA,"<a href=\"http://sproutsocial.com\" rel=\"nofollow\">Sprout Social</a>","OrigamiLogic",0,FALSE,FALSE,NA,NA
"533","RT @HyundaiEurope: Tears and cheers as #Hyundai pulled together an emotional #SuperBowl advert, says @MailOnline https://t.co/kTpsRdYM5P ht‚Ä¶",FALSE,0,NA,2017-02-17 18:07:58,FALSE,NA,"832652827251994624",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","JimVives",1,TRUE,FALSE,NA,NA
"534","RT @Biggest_Mikey: https://t.co/EwqUkBD08F #SuperBowl , The Milo Yiannopoulos riots @ UC #Berkely, and #RE7 GOOD STUFF INSIDE EP. 22! #Pode‚Ä¶",FALSE,0,NA,2017-02-17 18:07:43,FALSE,NA,"832652764232638464",NA,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>","RobertAndEdna",16,TRUE,FALSE,NA,NA
"535","When your son calls and asks who is coming to the Super Bowl party! #fbf #superbowl #technology‚Ä¶ https://t.co/7CcTwf64Gv",FALSE,0,NA,2017-02-17 18:07:34,FALSE,NA,"832652726584692737",NA,"<a href=\"http://instagram.com\" rel=\"nofollow\">Instagram</a>","onewahene",0,FALSE,FALSE,NA,NA
"536","RT @boulder_zapp: #SuperBowlSunday #SuperBowl #NewEnglandPatriots #Patriots #PatriotsNation https://t.co/ARSJkHE4iK",FALSE,0,NA,2017-02-17 18:07:21,FALSE,NA,"832652671261609984",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","quecusabam1972",1,TRUE,FALSE,NA,NA
"537","RT @WomensMarchNYC: This #SuperBowl ad has our vote! Watch and like on YouTube if you agree: progress IS for everyone. https://t.co/CnMspGM‚Ä¶",FALSE,0,NA,2017-02-17 18:07:14,FALSE,NA,"832652644015493124",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","KarenGillianAn",125,TRUE,FALSE,NA,NA
"538","RT @VeraFarmiga: #SuperBowl https://t.co/BzliH20Sf0",FALSE,0,NA,2017-02-17 18:07:11,FALSE,NA,"832652630694391811",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","KarenGillianAn",323,TRUE,FALSE,NA,NA
